Production Lot,Parts Code,Line No,Stock Address,Parts Name,With Slit,Length (mm),Quantity,Required Kanban
3,02KXU,GC7Y_7108,J3-25,VO6X0.5(B)-FALP,With Slit,80,100,3
3,02KXU,GC7Y_7108,J3-35,VO6X0.5(B)-FALP,With Slit,135,100,3
3,02KY1,GC7Y_7108,M6-25,VO18X0.6(B)-FALP,With Slit,310,100,3
3,01LUT,GC7Y_7108,H3-25,NCOT5-FALP,,300,100,3
3,02KXU,GC7Y_7108,J2-32,VO6X0.5(B)-FALP,With Slit,495,100,3
3,02KXU,GC7Y_7108,J4-01,VO6X0.5(B)-FALP,,220,100,3
3,02KXW,GC7Y_7108,L6-11,VO10X0.5(B)-FALP,With Slit,690,100,3
3,02KXY,GC7Y_7108,M5-13,VO14X0.5(B)-FALP,With Slit,75,100,3
3,02KXW,GC7Y_7108,L4-11,VO10X0.5(B)-FALP,With Slit,185,100,3
3,02KXY,GC7Y_7108,M5-18,VO14X0.5(B)-FALP,With Slit,95,100,3
3,02KXW,GC7Y_7108,L5-24,VO10X0.5(B)-FALP,With Slit,95,100,3
3,21429,GC7Y_7108,H5-09,VO22X0.6(B),With Slit,95,100,3
3,02KXV,GC7Y_7108,K3-19,VO8X0.5(B)-FALP,With Slit,110,100,3
3,01LV4,GC7Y_7108,O3-49,VS70FP,,635,100,3
3,02KY1,GC7Y_7108,M6-22,VO18X0.6(B)-FALP,With Slit,75,100,3
3,02KXW,GC7Y_7108,L5-27,VO10X0.5(B)-FALP,With Slit,110,100,3
3,02KXV,GC7Y_7108,K3-35,VO8X0.5(B)-FALP,With Slit,185,100,3
3,02KXY,GC7Y_7108,M4-15,VO14X0.5(B)-FALP,With Slit,360,100,3
3,02KXU,GC7Y_7108,J2-03,VO6X0.5(B)-FALP,With Slit,185,100,3
3,01MNP,GC7Y_7108,H1-15,NCOT7-FALP,,95,100,3
3,02KXU,GC7Y_7108,J3-20,VO6X0.5(B)-FALP,With Slit,55,100,3
3,02KXU,GC7Y_7108,J3-20,VO6X0.5(B)-FALP,With Slit,55,100,3
3,02KYC,GC7Y_7108,Special Kanban,VO22X1(B)-FALP,With Slit,520,50,3
3,02KY9,GC7Y_7108,N3-24,VO16X1(B)-FALP,With Slit,520,50,3
3,02KYA,GC7Y_7108,N5-09,VO18X1(B)-FALP,With Slit,520,50,3
3,02KY8,GC7Y_7108,N5-21,VO14X1(B)-FALP,With Slit,520,50,3
3,02KXX,GC7Y_7108,L2-15,VO12X0.5(B)-FALP,With Slit,95,100,3
3,02KYB,GC7Y_7108,N5-12,VO20X1(B)-FALP,With Slit,520,50,3
3,02KXW,GC7Y_7108,L6-06,VO10X0.5(B)-FALP,With Slit,385,100,3
3,01LUU,GC7Y_7108,O3-60,VS100FP,,135,100,3
3,02KXX,GC7Y_7108,L2-09,VO12X0.5(B)-FALP,With Slit,60,100,3
3,02KXX,GC7Y_7108,L1-02,VO12X0.5(B)-FALP,With Slit,280,100,3
3,02KXX,GC7Y_7108,L1-19,VO12X0.5(B)-FALP,With Slit,385,100,3
3,02KYB,GC7Y_7108,N5-18,VO20X1(B)-FALP,With Slit,330,100,3
3,02KXU,GC7Y_7108,J3-31,VO6X0.5(B)-FALP,With Slit,115,100,3
3,02KXU,GC7Y_7108,J3-31,VO6X0.5(B)-FALP,With Slit,115,100,3
3,02KXV,GC7Y_7108,K3-20,VO8X0.5(B)-FALP,With Slit,115,100,3
3,02KXV,GC7Y_7108,K3-20,VO8X0.5(B)-FALP,With Slit,115,100,3
3,02KXU,GC7Y_7108,J3-25,VO6X0.5(B)-FALP,With Slit,80,100,3
3,02KXU,GC7Y_7108,J3-24,VO6X0.5(B)-FALP,With Slit,75,100,3
3,02KXU,GC7Y_7108,J3-24,VO6X0.5(B)-FALP,With Slit,75,100,3
3,02KXU,GC7Y_7108,J3-24,VO6X0.5(B)-FALP,With Slit,75,100,3
3,02KXV,GC7Y_7108,K4-24,VO8X0.5(B)-FALP,With Slit,620,100,3
3,02KYA,GC7Y_7108,N5-17,VO18X1(B)-FALP,With Slit,535,50,3
3,02KXV,GC7Y_7108,K3-27,VO8X0.5(B)-FALP,With Slit,150,100,3
3,01LUT,GC7Y_7108,H5-19,NCOT5-FALP,,1580,100,3
3,02KXU,GC7Y_7108,J3-38,VO6X0.5(B)-FALP,With Slit,150,100,3
3,02KYA,GC7Y_7108,N5-10,VO18X1(B)-FALP,With Slit,105,100,3
3,01LUU,GC7Y_7108,O3-59,VS100FP,,80,100,3
3,01LUU,GC7Y_7108,O3-69,VS100FP,,140,100,3
3,01MNP,GC7Y_7108,H1-02,NCOT7-FALP,,40,100,3
3,02KYB,GC7Y_7108,N5-19,VO20X1(B)-FALP,With Slit,405,50,3
3,01LUT,GC7Y_7108,H3-10,NCOT5-FALP,,100,100,3
3,01MNP,GC7Y_7108,H1-21,NCOT7-FALP,,135,100,3
3,02KXW,GC7Y_7108,L6-05,VO10X0.5(B)-FALP,With Slit,280,100,3
3,02KXU,GC7Y_7108,J3-41,VO6X0.5(B)-FALP,With Slit,165,100,3
3,02KYA,GC7Y_7108,N5-16,VO18X1(B)-FALP,With Slit,295,50,3
3,02KXV,GC7Y_7108,K1-20,VO8X0.5(B)-FALP,,185,100,3
3,02KXU,GC7Y_7108,J2-05,VO6X0.5(B)-FALP,With Slit,195,100,3
3,02KXU,GC7Y_7108,J2-31,VO6X0.5(B)-FALP,With Slit,320,100,3
3,01LUU,GC7Y_7108,O3-58,VS100FP,,70,100,3
3,02KY1,GC7Y_7108,M1-07,VO18X0.6(B)-FALP,With Slit,85,100,3
3,02KXW,GC7Y_7108,L5-22,VO10X0.5(B)-FALP,With Slit,85,100,3
3,02KY9,GC7Y_7108,N5-20,VO16X1(B)-FALP,With Slit,535,50,3
3,02KYA,GC7Y_7108,N5-14,VO18X1(B)-FALP,With Slit,405,50,3
3,02KYB,GC7Y_7108,N4-22,VO20X1(B)-FALP,With Slit,105,50,3
3,01LV4,GC7Y_7108,O3-48,VS70FP,,625,100,3
3,02KXW,GC7Y_7108,L5-28,VO10X0.5(B)-FALP,With Slit,115,100,3
3,02KXW,GC7Y_7108,L5-28,VO10X0.5(B)-FALP,With Slit,115,100,3
3,02KXU,GC7Y_7108,J3-21,VO6X0.5(B)-FALP,With Slit,60,100,3
3,02KXV,GC7Y_7108,K4-22,VO8X0.5(B)-FALP,With Slit,495,100,3
3,02KXU,GC7Y_7108,J3-42,VO6X0.5(B)-FALP,With Slit,170,100,3
3,02KYD,GC7Y_7108,N3-18,VO24X1(B)-FALP,With Slit,260,50,3
3,02KY1,GC7Y_7108,M1-20,VO18X0.6(B)-FALP,With Slit,80,100,3
3,02KXV,GC7Y_7108,K3-27,VO8X0.5(B)-FALP,With Slit,150,100,3
3,02KXX,GC7Y_7108,L1-24,VO12X0.5(B)-FALP,With Slit,620,100,3
3,02KY1,GC7Y_7108,M6-24,VO18X0.6(B)-FALP,With Slit,360,100,3
3,01LV4,GC7Y_7108,O3-47,VS70FP,,480,100,3
3,02KYD,GC7Y_7108,N3-19,VO24X1(B)-FALP,With Slit,520,50,3
3,02KXY,GC7Y_7104,M4-04,VO14X0.5(B)-FALP,With Slit,215,100,3
3,21429,GC7Y_7104,H5-06,VO22X0.6(B),With Slit,520,50,3
3,02KXU,GC7Y_7104,J3-28,VO6X0.5(B)-FALP,With Slit,95,100,3
3,02KXY,GC7Y_7104,M5-22,VO14X0.5(B)-FALP,With Slit,125,100,3
3,01LV4,GC7Y_7104,O3-65,VS70FP,,330,100,3
3,01LUR,GC7Y_7104,I5-12,NCOT10-FALP,,515,100,3
3,02KXU,GC7Y_7104,J3-31,VO6X0.5(B)-FALP,With Slit,115,100,3
3,02KXV,GC7Y_7104,K3-20,VO8X0.5(B)-FALP,With Slit,115,100,3
3,02KXU,GC7Y_7104,J3-24,VO6X0.5(B)-FALP,With Slit,75,100,3
3,01LV4,GC7Y_7104,O3-45,VS70FP,,90,100,3
3,02KXU,GC7Y_7104,J3-20,VO6X0.5(B)-FALP,With Slit,55,100,3
3,02KYE,GC7Y_7104,N3-21,VO26X1(B)-FALP,With Slit,260,50,3
3,21430,GC7Y_7104,H5-11,VO24X0.6(B),With Slit,260,50,3
3,01LUT,GC7Y_7104,H3-02,NCOT5-FALP,,85,100,3
3,01LUT,GC7Y_7104,H3-07,NCOT5-FALP,,80,100,3
3,01LUT,GC7Y_7104,H3-12,NCOT5-FALP,,110,100,3
3,02KY0,GC7Y_7104,M3-09,VO16X0.6(B)-FALP,With Slit,85,100,3
3,02KXU,GC7Y_7104,J3-21,VO6X0.5(B)-FALP,With Slit,60,100,3
3,21430,GC7Y_7104,H5-12,VO24X0.6(B),With Slit,330,50,3
3,02KYE,GC7Y_7104,N3-22,VO26X1(B)-FALP,With Slit,330,50,3
3,02KY1,GC7Y_7104,M6-27,VO18X0.6(B)-FALP,With Slit,370,50,3
3,02KXU,GC7Y_7104,J3-42,VO6X0.5(B)-FALP,With Slit,170,100,3
3,02KY1,GC7Y_7104,M1-07,VO18X0.6(B)-FALP,With Slit,85,100,3
3,01LUR,GC7Y_7104,I5-10,NCOT10-FALP,,260,100,3
3,02KXW,GC7Y_7104,L4-04,VO10X0.5(B)-FALP,With Slit,155,100,3
3,02KY2,GC7Y_7104,N2-20,VO20X0.6(B)-FALP,With Slit,205,100,3
3,02KXU,GC7Y_7104,J2-31,VO6X0.5(B)-FALP,With Slit,320,100,3
3,01MNP,GC7Y_7104,H1-35,NCOT7-FALP,,240,100,3
3,01MNP,GC7Y_7104,H1-12,NCOT7-FALP,,115,100,3
3,01LUT,GC7Y_7104,H3-22,NCOT5-FALP,,190,100,3
3,02KXU,GC7Y_7104,J2-01,VO6X0.5(B)-FALP,With Slit,175,100,3
3,02KXU,GC7Y_7104,J4-01,VO6X0.5(B)-FALP,,220,100,3
3,02KY1,GC7Y_7104,M1-17,VO18X0.6(B)-FALP,With Slit,205,100,3
3,01MNP,GC7Y_7104,H1-41,NCOT7-FALP,,315,100,3
3,02KXU,GC7Y_7104,J3-42,VO6X0.5(B)-FALP,With Slit,170,100,3
3,02KYE,GC7Y_7104,N3-20,VO26X1(B)-FALP,With Slit,360,50,3
3,21430,GC7Y_7104,H5-13,VO24X0.6(B),With Slit,360,100,3
3,02KXU,GC7Y_7104,J3-25,VO6X0.5(B)-FALP,With Slit,80,100,3
3,02KXV,GC7Y_7104,K3-14,VO8X0.5(B)-FALP,With Slit,80,100,3
3,02KXW,GC7Y_7104,L5-21,VO10X0.5(B)-FALP,With Slit,80,100,3
3,02KY0,GC7Y_7104,M2-29,VO16X0.6(B)-FALP,With Slit,365,100,3
3,01LUT,GC7Y_7104,H5-18,NCOT5-FALP,,255,100,3
3,02KY1,GC7Y_7104,M6-26,VO18X0.6(B)-FALP,With Slit,365,100,3
3,02KY2,GC7Y_7104,N2-19,VO20X0.6(B)-FALP,With Slit,85,100,3
3,02KXW,GC7Y_7104,L5-24,VO10X0.5(B)-FALP,With Slit,95,100,3
3,02KXU,GC7Y_7104,J3-26,VO6X0.5(B)-FALP,With Slit,85,100,3
3,02KY1,GC7Y_7104,M6-28,VO18X0.6(B)-FALP,With Slit,465,100,3
3,02KXX,GC7Y_7104,L1-25,VO12X0.5(B)-FALP,With Slit,465,100,3
3,02KXV,GC7Y_7104,K4-20,VO8X0.5(B)-FALP,With Slit,355,100,3
3,02KY2,GC7Y_7104,N2-22,VO20X0.6(B)-FALP,With Slit,370,100,3
3,02KY0,GC7Y_7104,M2-05,VO16X0.6(B)-FALP,With Slit,180,100,3
3,02KXW,GC7Y_7104,L5-28,VO10X0.5(B)-FALP,With Slit,115,100,3
3,02KXV,GC7Y_7104,K3-15,VO8X0.5(B)-FALP,With Slit,85,100,3
3,02KXV,GC7Y_7104,K3-17,VO8X0.5(B)-FALP,With Slit,95,100,3
3,02KXV,GC7Y_7104,K4-25,VO8X0.5(B)-FALP,With Slit,105,100,3
3,02KXW,GC7Y_7104,L4-13,VO10X0.5(B)-FALP,With Slit,190,100,3
3,02KXV,GC7Y_7104,K3-36,VO8X0.5(B)-FALP,With Slit,190,100,3
3,02KXU,GC7Y_7104,J2-04,VO6X0.5(B)-FALP,With Slit,190,100,3
3,02KXW,GC7Y_7104,L6-12,VO10X0.5(B)-FALP,With Slit,530,100,3
3,02KXV,GC7Y_7104,K4-23,VO8X0.5(B)-FALP,With Slit,530,100,3
3,02KXX,GC7Y_7104,L2-31,VO12X0.5(B)-FALP,With Slit,190,100,3
3,02KXV,GC7Y_7104,K3-19,VO8X0.5(B)-FALP,With Slit,110,100,3
3,02KXU,GC7Y_7104,J3-37,VO6X0.5(B)-FALP,With Slit,145,100,3
3,02KXV,GC7Y_7104,K3-14,VO8X0.5(B)-FALP,With Slit,80,100,3
3,01LUT,GC7Y_7104,H3-21,NCOT5-FALP,,205,100,3
3,02KXU,GC7Y_7104,J3-29,VO6X0.5(B)-FALP,With Slit,100,100,3
3,01LUR,GC7Y_7104,I3-05,NCOT10-FALP,,435,100,3
3,02KXX,GC7Y_7104,L1-26,VO12X0.5(B)-FALP,With Slit,530,100,3
3,01LUR,GC7Y_7104,I5-11,NCOT10-FALP,,315,100,3
3,02KXU,GC7Y_7104,J2-34,VO6X0.5(B)-FALP,With Slit,730,100,3
3,02KXV,GC7Y_7104,K4-26,VO8X0.5(B)-FALP,With Slit,730,100,3
3,02KXX,GC7Y_7104,L1-27,VO12X0.5(B)-FALP,With Slit,390,100,3
3,01LUT,GC7Y_7104,H3-09,NCOT5-FALP,,70,100,3
3,02KXU,GC7Y_7104,J5-13,VO6X0.5(B)-FALP,,95,100,3
3,02KXW,GC7Y_7104,L6-13,VO10X0.5(B)-FALP,With Slit,730,100,3
3,02KXV,GC7Y_7104,K1-20,VO8X0.5(B)-FALP,,185,100,3
3,02KXU,GC7Y_7104,J5-31,VO6X0.5(B)-FALP,,145,100,3
3,02KXU,GC7Y_7104,J3-40,VO6X0.5(B)-FALP,With Slit,160,100,3
3,02KXU,GC7Y_7104,J3-39,VO6X0.5(B)-FALP,With Slit,155,100,3
3,01MNP,GC7Y_7104,H1-13,NCOT7-FALP,,90,100,3
3,01LV4,GC7Y_7104,O3-62,VS70FP,,120,100,3
3,01LV4,GC7Y_7104,O3-44,VS70FP,,50,100,3
3,02KXU,GC7Y_7104,J5-08,VO6X0.5(B)-FALP,,70,100,3
3,02KYR,GC7Y_7104,N3-23,VO28X1(B)-FALP,With Slit,260,50,3
3,02KY2,GC7Y_7104,N2-11,VO20X0.6(B)-FALP,With Slit,165,100,3
3,01MNP,GC7Y_7104,H1-21,NCOT7-FALP,,135,100,3
3,01LUU,GC7Y_7104,O3-59,VS100FP,,80,100,3
3,01LUT,GC7Y_7104,H3-41,NCOT5-FALP,,420,100,3
3,02KY0,GC7Y_7104,M2-01,VO16X0.6(B)-FALP,With Slit,250,100,3
3,01LUT,GC7Y_7104,H5-16,NCOT5-FALP,,1030,100,3
3,02KXW,GC7Y_7104,L5-20,VO10X0.5(B)-FALP,With Slit,130,100,3
3,01MNP,GC7Y_7104,I1-17,NCOT7-FALP,,590,100,3
3,01MNP,GC7Y_7104,H1-14,NCOT7-FALP,,105,100,3
