Production Lot,Parts Code,Line No,Stock Address,Parts Name,Comment,Length (mm),Quantity,Required Kanban
3,02KXY,VN_2124,Temp. Location,VO14X0.5(B)-FALP,,55,100,3
3,02KXW,VN_2124,K6-08,VO10X0.5(B)-FALP,,175,100,3
3,01PFI,VN_2124,C5-15,RCOT13-FALP,,125,100,3
3,01PFI,VN_2124,J5-27,VO6X0.5(B)-FALP,,125,100,3
3,02KXU,VN_2124,K5-28,VO10X0.5(B)-FALP,,125,100,3
3,02KXW,VN_2124,Temp. Location,VO14X0.5(B)-FALP,,175,100,3
3,07452,VN_2124,O1-02,VS70,,55,100,3
3,08878,VN_2124,O1-03,VS70,,75,100,3
3,08878,VN_2124,Temp. Location,VS70,,100,100,3
3,08878,VN_2124,O1-18,VS70,,130,100,3
3,08878,VN_2124,O1-25,VS70,,190,100,3
3,17539,VN_2124,O2-02,VS50,,65,100,3
3,17539,VN_2124,Temp. Location,VS50,,560,100,3
3,02KXU,VN_4116,J2-06,VO6X0.5(B)-FALP,WITH SLIT,200,100,3
3,02KXU,VN_4116,Temp. Location,VO6X0.5(B)-FALP,WITH SLIT,600,100,3
3,02KXV,VN_4116,K3-19,VO8X0.5(B)-FALP,WITH SLIT,160,100,3
3,02KXV,VN_4116,K3-34,VO8X0.5(B)-FALP,WITH SLIT,210,100,3
3,02KXV,VN_4116,Temp. Location,VO8X0.5(B)-FALP,WITH SLIT,215,100,3
3,02KXV,VN_4116,K4-03,VO8X0.5(B)-FALP,WITH SLIT,270,100,3
3,02KXV,VN_4116,Temp. Location,VO8X0.5(B)-FALP,WITH SLIT,275,100,3
3,02KXV,VN_4116,Temp. Location,VO8X0.5(B)-FALP,WITH SLIT,325,100,3
3,02KXV,VN_4116,Temp. Location,VO8X0.5(B)-FALP,WITH SLIT,330,100,3
3,02KXX,VN_4116,Temp. Location,VO12X0.5(B)-FALP,WITH SLIT,265,100,3
3,02KXY,VN_4116,Temp. Location,VO14X0.5(B)-FALP,WITH SLIT,355,100,3
3,02KY4,VN_4117,Temp. Location,VO6X1(B)-FALP,WITH SLIT,130,100,3
3,02KY5,VN_4117,Temp. Location,VO8X1(B)-FALP,WITH SLIT,130,100,3
3,01PFH,VN_4018,A2-06,RCOT10-FALP,,70,100,3
3,0342,VN_4018,Temp. Location,JPN_NCOT7,,245,100,3
3,01JJT,VN_4018,Temp. Location,VSC70BS,,25,100,3
3,16834,VN_4018,Temp. Location,HNCOT7-GR,,75,100,3
3,16836,VN_4018,Special Kanban,HNCOT10-GR,,45,50,2
3,16836,VN_4018,Special Kanban,HNCOT10-GR,,85,50,2
3,16836,VN_4018,Special Kanban,HNCOT10-GR,,150,50,2
3,16838,VN_4018,Special Kanban,HNCOT13-GR,,200,50,2
3,01PFP,VN_4018,A5-08,RCOT5-FALP,,135,100,3
3,01PFP,VN_4018,A5-09,RCOT5-FALP,,140,100,3
3,01PFP,VN_4018,Temp. Location,RCOT5-FALP,,905,100,3
3,0342,VN_4019,Special Kanban,JPN_NCOT7,,480,100,2
3,02KXU,VN_4019,J3-17,VO6X0.5(B)-FALP,WITH SLIT,40,100,3
3,02KXU,VN_4019,Temp. Location,VO6X0.5(B)-FALP,WITH SLIT,45,100,3
3,02KXU,VN_4019,Temp. Location,VO6X0.5(B)-FALP,WITH SLIT,50,100,3
3,02KXU,VN_4019,J3-29,VO6X0.5(B)-FALP,WITH SLIT,100,100,3
