Serial No,Kanban Read,Parts Code,Line No,Stock Address,Parts Name,Comment,Length(mm),Quantity,Production Location
SN-53c2b07161cd02c,TC-VO6X0.5(B)_180_7101_100_07161_G6-21_2_200907100534,7161,7101,G6-21,VO6X0.5(B),WITH SLIT,180,100,
SN-a895a071611b70f,TC-VO6X0.5(B)_185_7101_100_07161_G6-22_1_200907100534,7161,7101,G6-22,VO6X0.5(B),WITH SLIT,185,100,
SN-8c1f4071612027f,TC-VO6X0.5(B)_185_7101_100_07161_G6-22_2_200907100534,7161,7101,G6-22,VO6X0.5(B),WITH SLIT,185,100,
SN-a27500716102016,TC-VO6X0.5(B)_200_7101_100_07161_G6-24_1_200907100534,7161,7101,G6-24,VO6X0.5(B),WITH SLIT,200,100,
SN-981a80716123992,TC-VO6X0.5(B)_200_7101_100_07161_G6-24_2_200907100534,7161,7101,G6-24,VO6X0.5(B),WITH SLIT,200,100,
SN-a9afe071612ec55,TC-VO6X0.5(B)_210_7101_100_07161_G6-25_1_200907100534,7161,7101,G6-25,VO6X0.5(B),WITH SLIT,210,100,
SN-f20770716186fbb,TC-VO6X0.5(B)_210_7101_100_07161_G6-25_2_200907100535,7161,7101,G6-25,VO6X0.5(B),WITH SLIT,210,100,
SN-56b2f07161fd9a1,TC-VO6X0.5(B)_320_7101_100_07161_G6-29_1_200907100535,7161,7101,G6-29,VO6X0.5(B),WITH SLIT,320,100,
SN-68e8f0716154820,TC-VO6X0.5(B)_320_7101_100_07161_G6-29_2_200907100535,7161,7101,G6-29,VO6X0.5(B),WITH SLIT,320,100,
SN-78a1f07161f5324,TC-VO6X0.5(B)_365_7101_100_07161_G6-30_1_200907100535,7161,7101,G6-30,VO6X0.5(B),WITH SLIT,365,100,
SN-1a09f071612f3e9,TC-VO6X0.5(B)_365_7101_100_07161_G6-30_2_200907100535,7161,7101,G6-30,VO6X0.5(B),WITH SLIT,365,100,
SN-7d5b70716182281,TC-VO6X0.5(B)_480_7101_100_07161_G6-33_1_200907100535,7161,7101,G6-33,VO6X0.5(B),WITH SLIT,480,100,
SN-72ad407161be887,TC-VO6X0.5(B)_480_7101_100_07161_G6-33_2_200907100535,7161,7101,G6-33,VO6X0.5(B),WITH SLIT,480,100,
SN-8a23a07161cf8a3,TC-VO6X0.5(B)_635_7101_100_07161_G6-35_1_200907100535,7161,7101,G6-35,VO6X0.5(B),WITH SLIT,635,100,
SN-5959a0716178c3c,TC-VO6X0.5(B)_635_7101_100_07161_G6-35_2_200907100535,7161,7101,G6-35,VO6X0.5(B),WITH SLIT,635,100,
SN-d0ea40716180d1c,TC-VO6X0.5(B)_95_7101_100_07161_G6-39_1_200907100535,7161,7101,G6-39,VO6X0.5(B),,95,100,
SN-ba6cf07161fe5f5,TC-VO6X0.5(B)_95_7101_100_07161_G6-39_2_200907100535,7161,7101,G6-39,VO6X0.5(B),,95,100,
SN-457a007161c613b,TC-VO6X0.5(B)_115_7101_100_07161_G6-41_1_200907100535,7161,7101,G6-41,VO6X0.5(B),,115,100,
SN-e019c07161ff014,TC-VO6X0.5(B)_115_7101_100_07161_G6-41_2_200907100535,7161,7101,G6-41,VO6X0.5(B),,115,100,
SN-4600a0716137862,TC-VO6X0.5(B)_150_7101_100_07161_G6-45_1_200907100536,7161,7101,G6-45,VO6X0.5(B),,150,100,
SN-d261507161464b9,TC-VO6X0.5(B)_150_7101_100_07161_G6-45_2_200907100536,7161,7101,G6-45,VO6X0.5(B),,150,100,
SN-3aab7071613133c,TC-VO6X0.5(B)_220_7101_100_07161_G6-47_1_200907100536,7161,7101,G6-47,VO6X0.5(B),,220,100,
SN-6349c071611cac6,TC-VO6X0.5(B)_220_7101_100_07161_G6-47_2_200907100536,7161,7101,G6-47,VO6X0.5(B),,220,100,
SN-0963a07291142b6,TC-VO8X0.5(B)_80_7101_100_07291_G5-04_1_200907100536,7291,7101,G5-04,VO8X0.5(B),WITH SLIT,80,100,
SN-c371f072917880b,TC-VO8X0.5(B)_80_7101_100_07291_G5-04_2_200907100536,7291,7101,G5-04,VO8X0.5(B),WITH SLIT,80,100,
SN-c72190729157bc3,TC-VO8X0.5(B)_85_7101_100_07291_G5-05_1_200907100536,7291,7101,G5-05,VO8X0.5(B),WITH SLIT,85,100,
SN-7db9c0729174cda,TC-VO8X0.5(B)_85_7101_100_07291_G5-05_2_200907100536,7291,7101,G5-05,VO8X0.5(B),WITH SLIT,85,100,
SN-7080b0729123181,TC-VO8X0.5(B)_95_7101_100_07291_G5-06_1_200907100536,7291,7101,G5-06,VO8X0.5(B),WITH SLIT,95,100,
SN-0c5ae072918dbb3,TC-VO8X0.5(B)_95_7101_100_07291_G5-06_2_200907100536,7291,7101,G5-06,VO8X0.5(B),WITH SLIT,95,100,
SN-c3bdf0729133f0d,TC-VO8X0.5(B)_105_7101_100_07291_G5-07_1_200907100536,7291,7101,G5-07,VO8X0.5(B),WITH SLIT,105,100,
SN-d17380729111953,TC-VO8X0.5(B)_105_7101_100_07291_G5-07_2_200907100537,7291,7101,G5-07,VO8X0.5(B),WITH SLIT,105,100,
SN-634e80729197ccb,TC-VO8X0.5(B)_110_7101_100_07291_G5-08_1_200907100537,7291,7101,G5-08,VO8X0.5(B),WITH SLIT,110,100,
SN-2587b07291aa55c,TC-VO8X0.5(B)_110_7101_100_07291_G5-08_2_200907100537,7291,7101,G5-08,VO8X0.5(B),WITH SLIT,110,100,
SN-a2c4307291463d8,TC-VO8X0.5(B)_185_7101_100_07291_G5-15_1_200907100537,7291,7101,G5-15,VO8X0.5(B),WITH SLIT,185,100,
SN-6ed2907291bb5ff,TC-VO8X0.5(B)_185_7101_100_07291_G5-15_2_200907100537,7291,7101,G5-15,VO8X0.5(B),WITH SLIT,185,100,
SN-cceca072914179e,TC-VO8X0.5(B)_350_7101_100_07291_G5-23_1_200907100537,7291,7101,G5-23,VO8X0.5(B),WITH SLIT,350,100,
SN-ff5e607291d89c7,TC-VO8X0.5(B)_350_7101_100_07291_G5-23_2_200907100537,7291,7101,G5-23,VO8X0.5(B),WITH SLIT,350,100,
SN-cc865072910c1a8,TC-VO8X0.5(B)_390_7101_100_07291_G5-24_1_200907100537,7291,7101,G5-24,VO8X0.5(B),WITH SLIT,390,100,
SN-4c5c8072913e406,TC-VO8X0.5(B)_390_7101_100_07291_G5-24_2_200907100537,7291,7101,G5-24,VO8X0.5(B),WITH SLIT,390,100,
SN-e2e900729166fc8,TC-VO8X0.5(B)_185_7101_100_07291_G5-41_1_200907100537,7291,7101,G5-41,VO8X0.5(B),,185,100,
SN-915a7072910340e,TC-VO8X0.5(B)_185_7101_100_07291_G5-41_2_200907100537,7291,7101,G5-41,VO8X0.5(B),,185,100,
SN-268d701LUU15543,TC-VS100FP_95_7101_100_01LUU_O3-51_1_200907100537,01LUU,7101,O3-51,VS100FP,,95,100,
SN-32f4601LUU9c6e7,TC-VS100FP_95_7101_100_01LUU_O3-51_2_200907100537,01LUU,7101,O3-51,VS100FP,,95,100,
SN-a9c2501LUUc38af,TC-VS100FP_105_7101_100_01LUU_O3-53_1_200907100538,01LUU,7101,O3-53,VS100FP,,105,100,
SN-4a3b701LUUada8b,TC-VS100FP_105_7101_100_01LUU_O3-53_2_200907100538,01LUU,7101,O3-53,VS100FP,,105,100,
SN-80c6901LUUc80a8,TC-VS100FP_155_7101_100_01LUU_O3-54_1_200907100538,01LUU,7101,O3-54,VS100FP,,155,100,
SN-3b69a01LUU0874c,TC-VS100FP_155_7101_100_01LUU_O3-54_2_200907100538,01LUU,7101,O3-54,VS100FP,,155,100,
SN-0c12b01LV48014d,TC-VS70FP_330_7101_100_01LV4_O3-65_1_200907100538,01LV4,7101,O3-65,VS70FP,,330,100,
SN-b130f01LV48a829,TC-VS70FP_330_7101_100_01LV4_O3-65_2_200907100538,01LV4,7101,O3-65,VS70FP,,330,100,
SN-8d15801LUSa7310,TC-NCOT13-FALP_315_7101_100_01LUS_I4-13_1_200912160700,01LUS,7101,I4-13,NCOT13-FALP,,315,100,
SN-4836a01LUSf3c04,TC-NCOT13-FALP_315_7101_100_01LUS_I4-13_2_200912160700,01LUS,7101,I4-13,NCOT13-FALP,,315,100,
SN-1e8f501LUTf344c,TC-NCOT5-FALP_260_7101_100_01LUT_H3-32_1_200912160700,01LUT,7101,H3-32,NCOT5-FALP,,260,100,
SN-e017601LUT47116,TC-NCOT5-FALP_260_7101_100_01LUT_H3-32_2_200912160700,01LUT,7101,H3-32,NCOT5-FALP,,260,100,
SN-c6c2001MNPb45b9,TC-NCOT7-FALP_185_7101_100_01MNP_H1-26_1_200912160700,01MNP,7101,H1-26,NCOT7-FALP,,185,100,
SN-2962501MNP26e5b,TC-NCOT7-FALP_185_7101_100_01MNP_H1-26_2_200912160700,01MNP,7101,H1-26,NCOT7-FALP,,185,100,
SN-f5866073193dec9,TC-VO10X0.5(B)_110_7101_100_07319_Temp. Location_1_200912160700,7319,7101,G4-28,VO10X0.5(B),WITH SLIT,110,100,
SN-2fe0507319d4b9d,TC-VO10X0.5(B)_110_7101_100_07319_Temp. Location_2_200912160700,7319,7101,G4-28,VO10X0.5(B),WITH SLIT,110,100,
SN-167450731937f2a,TC-VO10X0.5(B)_180_7101_100_07319_Temp. Location_1_200912160700,7319,7101,G3-25,VO10X0.5(B),WITH SLIT,180,100,
SN-82ae307319a626c,TC-VO10X0.5(B)_180_7101_100_07319_Temp. Location_2_200912160700,7319,7101,G3-25,VO10X0.5(B),WITH SLIT,180,100,
SN-f78bf07319ef199,TC-VO10X0.5(B)_190_7101_100_07319_Temp. Location_1_200912160700,7319,7101,G3-26,VO10X0.5(B),WITH SLIT,190,100,
SN-d7d1907319c894d,TC-VO10X0.5(B)_190_7101_100_07319_Temp. Location_2_200912160700,7319,7101,G3-26,VO10X0.5(B),WITH SLIT,190,100,
SN-b58b0073191ef2c,TC-VO10X0.5(B)_210_7101_100_07319_G4-12_1_200912160700,7319,7101,G4-12,VO10X0.5(B),WITH SLIT,210,100,
SN-642a607319cee69,TC-VO10X0.5(B)_210_7101_100_07319_G4-12_2_200912160700,7319,7101,G4-12,VO10X0.5(B),WITH SLIT,210,100,
SN-f438907410a450f,TC-VO12X0.5(B)_180_7101_100_07410_Temp. Location_1_200912160701,7410,7101,G3-24,VO12X0.5(B),WITH SLIT,180,100,
SN-64cd0074102ae19,TC-VO12X0.5(B)_180_7101_100_07410_Temp. Location_2_200912160701,7410,7101,G3-24,VO12X0.5(B),WITH SLIT,180,100,
SN-2e2de074100054a,TC-VO12X0.5(B)_210_7101_100_07410_G3-12_1_200912160701,7410,7101,G3-12,VO12X0.5(B),WITH SLIT,210,100,
SN-8af2b074108ad65,TC-VO12X0.5(B)_210_7101_100_07410_G3-12_2_200912160701,7410,7101,G3-12,VO12X0.5(B),WITH SLIT,210,100,
SN-9f19207410d88d9,TC-VO12X0.5(B)_340_7101_100_07410_G3-16_1_200912160701,7410,7101,G3-16,VO12X0.5(B),WITH SLIT,340,100,
SN-de63a07410098d5,TC-VO12X0.5(B)_340_7101_100_07410_G3-16_2_200912160701,7410,7101,G3-16,VO12X0.5(B),WITH SLIT,340,100,
SN-52e5507452de49d,TC-VO14X0.5(B)_125_7101_100_07452_G2-04_1_200912160701,7452,7101,G2-04,VO14X0.5(B),WITH SLIT,125,100,
SN-b1525074524aafc,TC-VO14X0.5(B)_125_7101_100_07452_G2-04_2_200912160701,7452,7101,G2-04,VO14X0.5(B),WITH SLIT,125,100,
SN-4f6060745206d14,TC-VO14X0.5(B)_230_7101_100_07452_G2-11_1_200912160701,7452,7101,G2-11,VO14X0.5(B),WITH SLIT,230,100,
SN-3af9d07452b27ec,TC-VO14X0.5(B)_230_7101_100_07452_G2-11_2_200912160701,7452,7101,G2-11,VO14X0.5(B),WITH SLIT,230,100,
SN-2e40307452df0f0,TC-VO14X0.5(B)_340_7101_100_07452_Temp. Location_1_200912160701,7452,7101,G2-14,VO14X0.5(B),WITH SLIT,340,50,
SN-6fa2c074526e09b,TC-VO14X0.5(B)_340_7101_100_07452_Temp. Location_2_200912160701,7452,7101,G2-14,VO14X0.5(B),WITH SLIT,340,50,
SN-3ff84074528a411,TC-VO14X0.5(B)_400_7101_100_07452_G2-12_1_200912160701,7452,7101,G2-12,VO14X0.5(B),WITH SLIT,400,50,
SN-d9902074525bf62,TC-VO14X0.5(B)_400_7101_100_07452_G2-12_2_200912160701,7452,7101,G2-12,VO14X0.5(B),WITH SLIT,400,50,
SN-127fa07473cadc8,TC-VO16X0.6(B)_250_7101_100_07473_G1-08_1_200912160701,7473,7101,G1-08,VO16X0.6(B),WITH SLIT,250,50,
SN-365e10747332940,TC-VO16X0.6(B)_250_7101_100_07473_G1-08_2_200912160701,7473,7101,G1-08,VO16X0.6(B),WITH SLIT,250,50,
SN-9dc2707515fbb36,TC-VO20X0.6(B)_85_7101_100_07515_G1-16_1_200912160701,7515,7101,G1-16,VO20X0.6(B),WITH SLIT,85,100,
SN-997a007515960f6,TC-VO20X0.6(B)_85_7101_100_07515_G1-16_2_200912160701,7515,7101,G1-16,VO20X0.6(B),WITH SLIT,85,100,
SN-5098f075159be58,TC-VO20X0.6(B)_295_7101_100_07515_G1-20_1_200912160701,7515,7101,G1-20,VO20X0.6(B),WITH SLIT,295,50,
SN-3d09b075158118e,TC-VO20X0.6(B)_295_7101_100_07515_G1-20_2_200912160701,7515,7101,G1-20,VO20X0.6(B),WITH SLIT,295,50,
SN-311a5075150bf79,TC-VO20X0.6(B)_365_7101_100_07515_G1-22_1_200912160701,7515,7101,G1-22,VO20X0.6(B),WITH SLIT,365,50,
SN-4eaa00751533937,TC-VO20X0.6(B)_365_7101_100_07515_G1-22_2_200912160701,7515,7101,G1-22,VO20X0.6(B),WITH SLIT,365,50,
SN-24ea8214294a7b8,TC-VO22X0.6(B)_85_7101_100_21429_H5-01_1_200912160701,21429,7101,H5-01,VO22X0.6(B),WITH SLIT,85,100,
SN-bf60e21429b2f7f,TC-VO22X0.6(B)_85_7101_100_21429_H5-01_2_200912160701,21429,7101,H5-01,VO22X0.6(B),WITH SLIT,85,100,
SN-ffc6721429fb604,TC-VO22X0.6(B)_330_7101_100_21429_H5-03_1_200912160701,21429,7101,H5-03,VO22X0.6(B),WITH SLIT,330,50,
SN-47f8c214291d7ec,TC-VO22X0.6(B)_330_7101_100_21429_H5-03_2_200912160701,21429,7101,H5-03,VO22X0.6(B),WITH SLIT,330,50,
SN-8721e214290db20,TC-VO22X0.6(B)_520_7101_100_21429_H5-06_1_200912160701,21429,7101,H5-06,VO22X0.6(B),WITH SLIT,520,50,
SN-dfbe92142995dba,TC-VO22X0.6(B)_520_7101_100_21429_H5-06_2_200912160701,21429,7101,H5-06,VO22X0.6(B),WITH SLIT,520,50,
SN-25d170754273cfd,TC-VO26X1(B)_360_7101_100_07542_H4-15_1_200912160701,7542,7101,H4-15,VO26X1(B),WITH SLIT,360,50,
SN-91ada07542ea15a,TC-VO26X1(B)_360_7101_100_07542_H4-15_2_200912160701,7542,7101,H4-15,VO26X1(B),WITH SLIT,360,50,
SN-3ac600754081b38,TC-VO28X1(B)_330_7101_100_07540_H4-09_1_200912160701,7540,7101,H4-09,VO28X1(B),WITH SLIT,330,50,
SN-27ca2075406f66a,TC-VO28X1(B)_330_7101_100_07540_H4-09_2_200912160701,7540,7101,H4-09,VO28X1(B),WITH SLIT,330,50,
SN-04253071619c353,TC-VO6X0.5(B)_145_7101_100_07161_G6-15_1_200912160702,7161,7101,G6-15,VO6X0.5(B),WITH SLIT,145,100,
SN-3748607161fb5ec,TC-VO6X0.5(B)_145_7101_100_07161_G6-15_2_200912160702,7161,7101,G6-15,VO6X0.5(B),WITH SLIT,145,100,
SN-2d02a07161db26e,TC-VO6X0.5(B)_180_7101_100_07161_G6-21_1_200912160702,7161,7101,G6-21,VO6X0.5(B),WITH SLIT,180,100,
SN-0306007161cf253,TC-VO6X0.5(B)_180_7101_100_07161_G6-21_2_200912160702,7161,7101,G6-21,VO6X0.5(B),WITH SLIT,180,100,
SN-093000716107dfc,TC-VO6X0.5(B)_190_7101_100_07161_Temp. Location_1_200912160702,7161,7101,G4-32,VO6X0.5(B),WITH SLIT,190,100,
SN-e5bca071615a376,TC-VO6X0.5(B)_190_7101_100_07161_Temp. Location_2_200912160702,7161,7101,G4-32,VO6X0.5(B),WITH SLIT,190,100,
SN-1638c0716158aa0,TC-VO6X0.5(B)_255_7101_100_07161_G6-26_1_200912160702,7161,7101,G6-26,VO6X0.5(B),WITH SLIT,255,100,
SN-73e2d07161fad40,TC-VO6X0.5(B)_255_7101_100_07161_G6-26_2_200912160702,7161,7101,G6-26,VO6X0.5(B),WITH SLIT,255,100,
SN-80a8d07161b33ea,TC-VO6X0.5(B)_290_7101_100_07161_Temp. Location_1_200912160702,7161,7101,G4-34,VO6X0.5(B),WITH SLIT,290,100,
SN-908ea07161d9293,TC-VO6X0.5(B)_290_7101_100_07161_Temp. Location_2_200912160702,7161,7101,G4-34,VO6X0.5(B),WITH SLIT,290,100,
SN-8da5007161bc663,TC-VO6X0.5(B)_295_7101_100_07161_Temp. Location_1_200912160702,7161,7101,Temp. Location,VO6X0.5(B),WITH SLIT,295,100,
SN-d0902071610fa3d,TC-VO6X0.5(B)_295_7101_100_07161_Temp. Location_2_200912160702,7161,7101,Temp. Location,VO6X0.5(B),WITH SLIT,295,100,
SN-3c7b007161386bb,TC-VO6X0.5(B)_390_7101_100_07161_G6-31_1_200912160702,7161,7101,G6-31,VO6X0.5(B),WITH SLIT,390,100,
SN-1ea1f0716114a51,TC-VO6X0.5(B)_390_7101_100_07161_G6-31_2_200912160702,7161,7101,G6-31,VO6X0.5(B),WITH SLIT,390,100,
SN-cabc0071617e8bc,TC-VO6X0.5(B)_860_7101_100_07161_G6-37_1_200912160702,7161,7101,G6-37,VO6X0.5(B),WITH SLIT,860,100,
SN-5022907161f5b55,TC-VO6X0.5(B)_860_7101_100_07161_G6-37_2_200912160702,7161,7101,G6-37,VO6X0.5(B),WITH SLIT,860,100,
SN-be437072918942b,TC-VO8X0.5(B)_90_7101_100_07291_Temp. Location_1_200912160702,7291,7101,G5-49,VO8X0.5(B),WITH SLIT,90,100,
SN-1d20407291093d3,TC-VO8X0.5(B)_90_7101_100_07291_Temp. Location_2_200912160702,7291,7101,G5-49,VO8X0.5(B),WITH SLIT,90,100,
SN-2723607291f1d1d,TC-VO8X0.5(B)_180_7101_100_07291_Temp. Location_1_200912160702,7291,7101,G5-47,VO8X0.5(B),WITH SLIT,180,100,
SN-9e52c0729148c9a,TC-VO8X0.5(B)_180_7101_100_07291_Temp. Location_2_200912160702,7291,7101,G5-47,VO8X0.5(B),WITH SLIT,180,100,
SN-034dd07291418a6,TC-VO8X0.5(B)_190_7101_100_07291_Temp. Location_1_200912160702,7291,7101,G5-48,VO8X0.5(B),WITH SLIT,190,100,
SN-dc54607291842d8,TC-VO8X0.5(B)_190_7101_100_07291_Temp. Location_2_200912160702,7291,7101,G5-48,VO8X0.5(B),WITH SLIT,190,100,
SN-78424072910ace0,TC-VO8X0.5(B)_330_7101_100_07291_G5-21_1_200912160702,7291,7101,G5-21,VO8X0.5(B),WITH SLIT,330,100,
SN-4b1a307291fb170,TC-VO8X0.5(B)_330_7101_100_07291_G5-21_2_200912160702,7291,7101,G5-21,VO8X0.5(B),WITH SLIT,330,100,
SN-87abb072916aa53,TC-VO8X0.5(B)_660_7101_100_07291_G5-32_1_200912160702,7291,7101,G5-32,VO8X0.5(B),WITH SLIT,660,100,
SN-e59cf0729138a4d,TC-VO8X0.5(B)_660_7101_100_07291_G5-32_2_200912160702,7291,7101,G5-32,VO8X0.5(B),WITH SLIT,660,100,
SN-86f9301LV4d2724,TC-VS70FP_120_7101_100_01LV4_O3-62_1_200912160702,01LV4,7101,O3-62,VS70FP,,120,100,
SN-4de5a01LV4c98f9,TC-VS70FP_120_7101_100_01LV4_O3-62_2_200912160702,01LV4,7101,O3-62,VS70FP,,120,100,
SN-6e626072916c217,TC-VO8X0.5(B)_290_7101_100_07291_Temp. Location_1_200912160708,7291,7101,Temp. Location,VO8X0.5(B),WITH SLIT,290,100,
SN-6405707291f5a61,TC-VO8X0.5(B)_290_7101_100_07291_Temp. Location_2_200912160708,7291,7101,Temp. Location,VO8X0.5(B),WITH SLIT,290,100,
SN-dc08007291064c5,TC-VO8X0.5(B)_480_7101_100_07291_G5-27_1_200912160708,7291,7101,G5-27,VO8X0.5(B),WITH SLIT,480,100,
SN-49ab20729182516,TC-VO8X0.5(B)_480_7101_100_07291_G5-27_2_200912160708,7291,7101,G5-27,VO8X0.5(B),WITH SLIT,480,100,
SN-c970401LUS2d1fd,TC-NCOT13-FALP_315_7101_100_01LUS_I4-13_1_200928180218,01LUS,7101,I4-13,NCOT13-FALP,,315,100,
SN-6721f01LUSa23da,TC-NCOT13-FALP_315_7101_100_01LUS_I4-13_2_200928180218,01LUS,7101,I4-13,NCOT13-FALP,,315,100,
SN-3728a01LUT5b999,TC-NCOT5-FALP_260_7101_100_01LUT_H3-32_1_200928180218,01LUT,7101,H3-32,NCOT5-FALP,,260,100,
SN-99e8101LUT398f5,TC-NCOT5-FALP_260_7101_100_01LUT_H3-32_2_200928180218,01LUT,7101,H3-32,NCOT5-FALP,,260,100,
SN-b40d501LUTdf0a9,TC-NCOT5-FALP_270_7101_100_01LUT_Temp. Location_1_200928180218,01LUT,7101,Temp. Location,NCOT5-FALP,,270,100,
SN-5d81c01LUTc919e,TC-NCOT5-FALP_270_7101_100_01LUT_Temp. Location_2_200928180218,01LUT,7101,Temp. Location,NCOT5-FALP,,270,100,
SN-a8dd601MNP3b25d,TC-NCOT7-FALP_185_7101_100_01MNP_H1-26_1_200928180218,01MNP,7101,H1-26,NCOT7-FALP,,185,100,
SN-32cec01MNP46d1c,TC-NCOT7-FALP_185_7101_100_01MNP_H1-26_2_200928180218,01MNP,7101,H1-26,NCOT7-FALP,,185,100,
SN-640fe07319f1f60,TC-VO10X0.5(B)_110_7101_100_07319_Temp. Location_1_200928180218,7319,7101,G4-28,VO10X0.5(B),WITH SLIT,110,100,
SN-f7bb107319946a7,TC-VO10X0.5(B)_110_7101_100_07319_Temp. Location_2_200928180218,7319,7101,G4-28,VO10X0.5(B),WITH SLIT,110,100,
SN-ec7d4073197d6cd,TC-VO10X0.5(B)_120_7101_100_07319_G4-08_1_200928180218,7319,7101,G4-08,VO10X0.5(B),WITH SLIT,120,100,
SN-44171073194f655,TC-VO10X0.5(B)_120_7101_100_07319_G4-08_2_200928180218,7319,7101,G4-08,VO10X0.5(B),WITH SLIT,120,100,
SN-79f56073191ce1d,TC-VO10X0.5(B)_180_7101_100_07319_Temp. Location_1_200928180218,7319,7101,G3-25,VO10X0.5(B),WITH SLIT,180,100,
SN-1eaa307319af432,TC-VO10X0.5(B)_180_7101_100_07319_Temp. Location_2_200928180218,7319,7101,G3-25,VO10X0.5(B),WITH SLIT,180,100,
SN-fd0d107319655dc,TC-VO10X0.5(B)_190_7101_100_07319_Temp. Location_1_200928180218,7319,7101,G3-26,VO10X0.5(B),WITH SLIT,190,100,
SN-72dda07319c6a70,TC-VO10X0.5(B)_190_7101_100_07319_Temp. Location_2_200928180218,7319,7101,G3-26,VO10X0.5(B),WITH SLIT,190,100,
SN-6b49f0731928ed8,TC-VO10X0.5(B)_210_7101_100_07319_G4-12_1_200928180218,7319,7101,G4-12,VO10X0.5(B),WITH SLIT,210,100,
SN-07e7b07319a5ef8,TC-VO10X0.5(B)_210_7101_100_07319_G4-12_2_200928180218,7319,7101,G4-12,VO10X0.5(B),WITH SLIT,210,100,
SN-cd85107410c14ca,TC-VO12X0.5(B)_180_7101_100_07410_Temp. Location_1_200928180218,7410,7101,G3-24,VO12X0.5(B),WITH SLIT,180,100,
SN-d446d074101c8e3,TC-VO12X0.5(B)_180_7101_100_07410_Temp. Location_2_200928180218,7410,7101,G3-24,VO12X0.5(B),WITH SLIT,180,100,
SN-def490741084a00,TC-VO12X0.5(B)_210_7101_100_07410_G3-12_1_200928180218,7410,7101,G3-12,VO12X0.5(B),WITH SLIT,210,100,
SN-a63b9074102a9bb,TC-VO12X0.5(B)_210_7101_100_07410_G3-12_2_200928180218,7410,7101,G3-12,VO12X0.5(B),WITH SLIT,210,100,
SN-7f52a07410fd5b8,TC-VO12X0.5(B)_340_7101_100_07410_G3-16_1_200928180218,7410,7101,G3-16,VO12X0.5(B),WITH SLIT,340,100,
SN-9f0ee07410aaab1,TC-VO12X0.5(B)_340_7101_100_07410_G3-16_2_200928180218,7410,7101,G3-16,VO12X0.5(B),WITH SLIT,340,100,
SN-78262074524193e,TC-VO14X0.5(B)_125_7101_100_07452_G2-04_1_200928180218,7452,7101,G2-04,VO14X0.5(B),WITH SLIT,125,100,
SN-63f7e074523f989,TC-VO14X0.5(B)_125_7101_100_07452_G2-04_2_200928180218,7452,7101,G2-04,VO14X0.5(B),WITH SLIT,125,100,
SN-e81d007452c77e5,TC-VO14X0.5(B)_230_7101_50_07452_G2-11_1_200928180218,7452,7101,G2-11,VO14X0.5(B),WITH SLIT,230,100,
SN-a47c5074525710d,TC-VO14X0.5(B)_230_7101_50_07452_G2-11_2_200928180218,7452,7101,G2-11,VO14X0.5(B),WITH SLIT,230,100,
SN-094b9074520b33a,TC-VO14X0.5(B)_340_7101_50_07452_Temp. Location_1_200928180218,7452,7101,G2-14,VO14X0.5(B),WITH SLIT,340,50,
SN-29127074520b800,TC-VO14X0.5(B)_340_7101_50_07452_Temp. Location_2_200928180218,7452,7101,G2-14,VO14X0.5(B),WITH SLIT,340,50,
SN-e457807452aed0b,TC-VO14X0.5(B)_400_7101_50_07452_G2-12_1_200928180218,7452,7101,G2-12,VO14X0.5(B),WITH SLIT,400,50,
SN-8108507452eafc6,TC-VO14X0.5(B)_400_7101_50_07452_G2-12_2_200928180218,7452,7101,G2-12,VO14X0.5(B),WITH SLIT,400,50,
SN-b6d0b0747344056,TC-VO16X0.6(B)_250_7101_50_07473_G1-08_1_200928180218,7473,7101,G1-08,VO16X0.6(B),WITH SLIT,250,50,
SN-f0b8d0747324c18,TC-VO16X0.6(B)_250_7101_50_07473_G1-08_2_200928180218,7473,7101,G1-08,VO16X0.6(B),WITH SLIT,250,50,
SN-3294107515b859c,TC-VO20X0.6(B)_295_7101_50_07515_G1-20_1_200928180219,7515,7101,G1-20,VO20X0.6(B),WITH SLIT,295,50,
SN-af8580751541a2a,TC-VO20X0.6(B)_295_7101_50_07515_G1-20_2_200928180219,7515,7101,G1-20,VO20X0.6(B),WITH SLIT,295,50,
SN-5559f07515d6e88,TC-VO20X0.6(B)_365_7101_50_07515_G1-22_1_200928180219,7515,7101,G1-22,VO20X0.6(B),WITH SLIT,365,50,
SN-8c97807515f6066,TC-VO20X0.6(B)_365_7101_50_07515_G1-22_2_200928180219,7515,7101,G1-22,VO20X0.6(B),WITH SLIT,365,50,
SN-2476821429ea2a0,TC-VO22X0.6(B)_330_7101_50_21429_H5-03_1_200928180219,21429,7101,H5-03,VO22X0.6(B),WITH SLIT,330,50,
SN-d108821429409b0,TC-VO22X0.6(B)_330_7101_50_21429_H5-03_2_200928180219,21429,7101,H5-03,VO22X0.6(B),WITH SLIT,330,50,
SN-ef01221429592a6,TC-VO22X0.6(B)_500_7101_50_21429_H5-05_1_200928180219,21429,7101,H5-05,VO22X0.6(B),WITH SLIT,500,50,
SN-8e1f521429aa856,TC-VO22X0.6(B)_500_7101_50_21429_H5-05_2_200928180219,21429,7101,H5-05,VO22X0.6(B),WITH SLIT,500,50,
SN-b001407542de0bb,TC-VO26X1(B)_360_7101_50_07542_H4-15_1_200928180219,7542,7101,H4-15,VO26X1(B),WITH SLIT,360,50,
